Symbol,Sector,January,December,November,October,September,August,July,June,May,April,March
MO,Consumer Staples,-0.11431837667905549,-8.562717770034842,5.97249146127573,6.216295715266192,-5.433472415391734,8.25052694971394,8.375938213858356,-0.7128199589588472,5.792961608775129,0.7830492860433058,6.213307240704517
MDLZ,Consumer Staples,-3.4309623430962297,-8.28152582700132,-5.084869235812625,-6.396181384248188,1.7060822525833828,6.05325095616357,3.7070938215103078,-3.3328417637516665,-4.794664794664784,1.8154527910799536,-3.6631549955243354
CL,Consumer Staples,-4.135234843896272,-6.328656901175976,3.540720961281706,-9.146045608927702,-3.817435131603512,6.883479648842767,3.8864130998030886,4.358641574735021,0.8287895310796131,2.5268336314848,3.482587064676606
TGT,Consumer Staples,-1.5387997362057553,4.394721744119338,-13.49017272185826,-1.7010896080663398,0.8727320450145897,2.1996445696274693,1.4111806311207755,-3.6182485579444035,-3.826514530668848,-11.029473625171777,15.577091368748603
XOM,Energy,-0.8627487360267105,-8.60958033064857,0.434264305177104,-0.46192312582109235,2.014612424884365,-1.695707607309821,2.0071964277972967,-0.03466955579632178,-1.5193547010370887,0.38988860325622327,10.323312535450924
CVX,Energy,2.104794825284929,-9.956856702619415,6.201930944199002,3.2089174125992237,2.012335894696915,-6.783798541740276,-0.7491711298138121,-1.6522965982128979,-0.45566617770978524,0.9642350716873941,3.7566206761263348
COP,Energy,-1.4244302279088195,-6.713912719134667,-1.3204508856682788,1.608152961525874,-3.5355129650507218,0.41206303205940803,-3.7314734088927644,-0.3172120106026984,-7.73394274717345,-2.8284244974287014,12.559200140326265
EOG,Energy,1.604278074866314,-6.0549973558963615,8.642481943532502,-1.6507244622028394,-1.152956195643507,0.1718419054469801,-1.5772498426683415,4.265091863517063,-6.571132993601289,0.9359167730208516,11.54874892148403
WMB,Energy,0.6704113063960946,-4.059104737070853,10.338544164189125,13.769776322967816,0.7032194264366717,5.5555555555555465,1.339915373765868,3.202328966521107,8.160587772238257,-2.068611075420788,7.3813465783664585
KMI,Energy,-2.35061905616365,0.12576356449875564,14.197784160853514,9.233527566113828,3.7433155080214062,1.895285477375023,6.13527784762385,2.0266803488968494,6.619256017505474,-0.5981511691136456,5.5683122847301885
OKE,Energy,-5.1217712177121895,-9.291739188646403,17.919166403536476,3.989492694138873,-0.7171964140179262,11.789358600583107,0.7157276564507172,1.9775421085464675,3.747330269885458,-3.3768995059721125,6.181938911022578
SLB,Energy,3.921822417809994,-11.662474273953825,9.434434434434461,-5.854635410531292,-0.6553540081919113,-9.995786812723836,0.935573038486068,4.2562624695189575,-4.589678510998311,-14.324544713237295,12.221657346212519
PSX,Energy,2.6530523192389857,-15.075041689827684,11.402386161912233,-7.94983849515484,-3.632768154685618,-4.694262180650561,1.372771016133596,0.5085167668290422,-0.7202118270079306,-13.251868185716031,13.599833002818091
FANG,Energy,-0.9821884480221184,-5.845588235294122,0.11041589988958023,1.3689587877396505,-8.041487424454349,-5.168185003503862,-1.4721475599832246,4.206496042758764,-2.4686098092779685,0.05265797392177442,8.219586985427794
JPM,Financials,9.922648257506452,-3.0012101653892804,11.041433370660696,7.347213540414484,-6.023497514685952,5.090701871022903,3.15217125082662,1.029371736817353,5.206570692213574,-3.70992404682526,7.531200301894929
V,Financials,8.484925179537473,-0.21624181201168094,9.377967301417387,4.446688425266417,-0.06127119713107203,4.2554390711306675,0.9923533764681362,-3.0250059800909073,1.494014603992754,-4.147572676500064,-1.3630906137439134
MA,Financials,6.181116214494241,-1.193283785434404,5.529885376591439,1.4975242542570746,3.0116422521485764,3.9574509360147463,5.630628066620361,-0.9315754452050922,-0.13515492132856521,-7.422893249640267,0.7902978329865253
BAC,Financials,3.618681442949212,-6.6997256805233105,12.954355857466338,6.579448748888616,-3.1373031496063133,1.6762571928946752,0.02502502502503783,-1.778134974374625e-14,7.766990291262143,-1.7227670288894925,9.552845528455304
WFC,Financials,10.449989336745565,-7.593772580963017,17.190146266358745,16.61729060059252,-4.786733908881096,0.731875322886167,-3.3777038269550768,0.5521164463777787,0.36943744752309987,3.1258117585938043,4.553684591707406
AXP,Financials,5.061577795230847,-1.6500402649267776,11.64792014532377,0.9465066311032105,5.842220828105385,1.5023978667940359,7.806667524777961,-2.2890202490252833,2.6641990186795206,2.1162509614328084,3.6631204865936127
BX,Financials,-0.25946319946953533,-8.421997518282858,12.421346313664973,10.480062959076573,9.081804199306093,0.22226205413156644,13.10923688265347,2.5361716281390416,2.773148741614315,-10.957653235931984,2.704075651596282
MS,Financials,8.62748219188985,-4.572209774807283,12.765501884206948,11.946308724832194,3.2060162279833855,-1.6495547661914196,4.489526133821427,0.5675717134529906,6.974072858549393,-2.594704033246313,8.67979154603359
GS,Financials,9.017742662092381,-4.5820899223780955,16.39101361427817,5.544554455445535,-1.0231875609339414,-1.5037817289034907,10.014485334959748,0.47272528314275314,7.053324586476739,2.8246545971404053,6.745271495248999
BLK,Financials,1.017387906613262,0.036156469565059,3.9399110244378046,4.775080613406822,5.255670680481666,2.3003982009339152,10.94971711906427,1.0431252649563725,3.3373601136348685,-9.33774635173763,2.187963128086235
LLY,Health Care,3.5953960453209635,-2.4563335857463673,-2.9764470863971138,-7.126785502816772,-7.365094290341117,14.89982353576702,-8.766031081954283,10.334785419523996,6.67607685416144,0.9736097100647578,-0.9405985275345823
UNH,Health Care,7.671035347799019,-17.17845106828518,7.9316311756189,-3.048874432936756,-1.9224311618535816,3.5853109211544463,14.836229279009391,0.991357140696072,2.927224223299452,-2.1134560086164047,0.5332243730527634
JNJ,Health Care,5.054451166810718,-6.5579066386690394,-3.4797792398116756,-1.1435793107699832,-2.4007220216606386,4.122290439794503,9.13814912310691,-0.8407064646259257,-1.6437716724459879,-4.938193343898568,-2.6084272264238444
ABBV,Health Care,4.250209438704264,-1.6343908803735718,-10.754559717591686,3.372950508096602,0.1980549983495492,4.331355303592234,10.490574874136529,6.699147381242383,-1.1179395324418655,-10.70758879329362,2.163624070317768
MRK,Health Care,-0.7671095512659678,-1.4282890184837476,-0.6481390552882221,-10.948841276781806,-2.6145460739226767,3.4765366820885726,-10.395609602021484,-0.3579999213186973,-1.2509226525776105,-2.0025126584687976,3.4826458653429584
TMO,Health Care,13.932459154875506,-1.5973173381193104,-4.447071990757453,-10.139990591594074,1.2349125543969097,-1.6370934524338323,13.057333564652062,-3.8455797782206687,-0.5136044023234382,-1.1782477341389808,1.5435318041178492
ABT,Health Care,12.314533527054989,-3.5787060621497737,-1.1705475141598456,4.6450366597883885,-0.10963950530655207,5.175276752767513,4.552469135802468,1.1314865392118576,-3.383281500329849,-5.993355481727563,-4.82313756903748
ISRG,Health Care,9.395151260021818,-4.033420557315344,8.012019516839244,3.1823670261752155,0.2204879449497982,9.043433530148507,1.3774104683195567,9.338704679268675,8.833488472486412,-6.625769962336406,1.5984540172515307
DHR,Health Care,-6.165067511830847,-4.168920324526736,-3.2251570301175785,-10.206442749195565,4.1221201626261275,-5.1319595728723995,13.252037452729068,-4.652732250973737,5.164757173273857,-0.8763642941850444,-2.2247115932629855
PFE,Health Care,-1.6116941529235373,2.832915783387934,-8.272936185257203,-1.9923769923769898,1.3520632133450325,-7.202216066481985,9.257610824283418,-3.105054338450918,8.334890674640256,-3.550829127613565,3.8562336203669076
GE,Industrials,20.088556060741144,-6.845864245377039,4.871392904836565,-7.846651863345739,10.458037825059115,-0.6167400881057336,6.526091853335006,-2.4238353989865233,1.6476867223136065,15.133435747204441,11.190116787161362
CAT,Industrials,0.05652989190382775,-10.455942812696772,6.898508644582285,-3.312661103029365,13.172070185572954,2.1583901330736937,2.052123639320056,-1.1960192196123296,1.1708932199563507,-9.131314788982793,9.0234083793052
RTX,Industrials,10.919392222508344,-3.1308469502307488,0.1082206035379775,-2.1663884024921582,0.5980910245381097,4.115840655122424,16.978496233098824,-6.607334234192258,5.959316678187036,3.7496158180514256,8.745543672014271
HON,Industrials,-1.6969000640756675,-2.2779289199809893,11.47106960623856,0.7224242424242469,-0.0024241836561515856,0.8803893277249188,-3.5794288948100523,4.383676282366841,4.908720014460194,-4.941089837997054,2.811285519608335
UNP,Industrials,5.6959268133304235,-5.303108434231963,3.982927247769388,-5.181810786626539,-3.7880566643187,3.911841249186729,9.055432372505551,-2.2370588745339446,-2.0094311568035983,-3.6865793780687475,-3.3686541198798077
ETN,Industrials,-5.083703348133923,-11.124146757679188,11.793725314852074,1.8736429753572141,10.895773699275939,1.0171451898217474,-6.504246048153664,-4.501412386477553,4.374980185778166,0.9327552277490565,7.198230027784453
BA,Industrials,-0.05711348449368571,12.075532085133627,1.6527312359696729,0.5528657419523677,-6.819082456942541,-10.931009204202978,-0.15993494171861616,1.7206198643357442,6.991975454330873,-11.20658039503326,-5.509900990099008
UBER,Industrials,5.767389917038931,-13.544827586206898,-1.4878728174468359,-1.8798746750216608,3.8418939498823286,14.760088973625663,-12.156315422191218,11.456793964377397,-3.930359411193319,-12.757496740547584,-4.441537407338189
ADP,Industrials,4.651401933228215,-4.924230079843576,6.5100053801697335,3.211765127360023,1.770121228693836,5.15066707560188,9.83430532454682,-2.707962063950505,-1.7765884672648957,0.2683128568258355,-0.6872094887001136
DE,Industrials,10.297775566768538,-8.891167107322072,14.937610081615432,-3.0542795988552434,7.925507754201551,6.388413320815152,-1.6004130098089795,-0.9980093613816206,-4.247482162635554,-4.648106986282855,11.113991758316724
AAPL,Information Technology,-7.057916311538613,3.338506060478958,7.429936018743809,-2.6002238167335974,0.9771337410263157,1.9402344544078853,3.238970245312934,10.831416535290629,14.179060434372055,-0.6857745735888962,-5.008212466245373
NVDA,Information Technology,-15.6392402756006,-1.1352987818063986,2.724916697519442,13.12141391297066,6.588991562876653,-1.2040222281026807,-8.487710376558894,8.37634502668182,35.98620033309541,-6.941215543008964,11.326103031796892
MSFT,Information Technology,-2.557723519446508,-0.9899712626825472,4.048182772340057,-3.5047224250418063,2.6337100380733625,-1.2591001312805903,-7.454246236428501,9.208129787105742,5.269506697987429,-7.185452316975444,2.63071954715338
AVGO,Information Technology,-7.46571538428675,42.09312207855279,-2.2895782668011067,-0.7213732591349543,8.449085161413942,2.8405359253907716,-6.2726992920898725,21.47610857698345,6.084404251943532,-5.784753363228705,-1.8017687424314588
ORCL,Information Technology,-0.8219997010910347,-8.767384783201521,7.7990416556427595,0.8269606971367659,20.514377567422756,1.1380057803468333,-2.802163073249533,20.256745914446167,3.6186225606020876,-8.95546171619792,11.33682249622993
CRM,Information Technology,1.2354378757665274,0.5972760591846332,13.344730318830658,7.328305902643999,8.853958616281854,-2.393948845913917,-0.2721829069134194,9.150326797385597,-12.361681947518182,-10.967795347296963,-3.1945245880617987
CSCO,Information Technology,2.4161527414040593,-0.2612066059993278,7.656023222060955,4.147378365611728,5.459798744644804,4.5411936256640075,1.0631578947368325,1.7457427439220259,-0.18174043190079292,-6.459999999999994,3.6162055745518695
ACN,Information Technology,9.179108730339616,-3.0698059794241397,4.553789289787899,-2.0312035871394842,3.473157309291028,3.2146957520091806,9.183875437091784,6.7187692524335,-5.123666059887431,-12.461441749630866,-9.614291943603904
NOW,Information Technology,-4.719295442369312,1.4798529208376332,11.487848062229828,6.5127394847573585,4.343895146135936,3.804347826086955,3.641542060827991,19.171761711025766,-4.307194849636074,-9.98720927197264,-0.8585495881938098
IBM,Information Technology,16.15583122057226,-2.886412099628481,9.343300802846018,-5.4457020773671605,9.124730276048517,5.417418359609896,9.731745804045353,5.041890181423652,0.5149642554222672,-13.087433851986424,1.643073135486645
LIN,Materials,7.703732094092838,-9.314854238171783,0.7506948852071663,-4.008487573268354,0.4208905157227406,4.242310948856956,4.7598751281549205,-0.043755109560504005,-1.9132379349679869,-4.727010566638672,3.581101414384579
SHW,Materials,5.451764286562897,-14.940060381743994,10.054079604065013,-5.805091404326652,4.306729862998726,4.324840401276793,18.067870181873243,-2.0823380174955908,0.4102360511471752,-11.69588080631026,2.8653854822472393
ECL,Materials,6.742393334907984,-6.3711298753518175,1.4067278287461726,-3.6629676912501186,2.1036377491677714,5.373708344779484,-0.2592420857395814,2.2080523900820874,2.787741906912886,-1.4425070379503773,2.105708810553065
APD,Materials,17.39054137053611,-15.140278770550387,8.475890477344324,5.433023929149257,6.4217356630174836,-4.228579363977227,14.331077460456076,-6.199154829942115,13.935139033236482,-3.0595250334121507,3.5426113985224896
FCX,Materials,-6.6081027927101355,-13.161789821245575,-3.6846145410680995,-9.650252650351737,20.55661729574774,-5.667605633802818,-9.002358248743977,-7.282061032417528,5.12692384569258,5.481762597512127,25.029655990510076
NEM,Materials,12.547429020018303,-7.346345011516534,-9.001654715940441,-16.025937934228807,3.0647317166316532,6.012145748987866,17.97014925373134,-0.1787842669845121,3.3505789603350564,10.614525139664813,15.44753814692465
CTVA,Materials,13.89575971731449,-9.061696658097675,2.3095257664173485,4.815644383184002,3.6243527941439044,4.730740463724759,-0.018695083193103208,-3.907302613850722,2.7977839335180064,-6.030368763557487,7.559496033597754
VMC,Materials,4.887167070217921,-10.275127309383528,5.438985504590509,9.737164920465757,3.4535128050429535,-11.814996239015159,10.469994527877418,-3.0476302758783396,-1.6123419556895904,-4.7052321296978565,1.5528531337698699
MLM,Materials,4.04542366301078,-13.629199919522511,1.5467647334235746,9.654805466358008,2.226251252445243,-11.036877313321334,9.408726989021622,-5.119189248733214,-3.637938501515819,-3.3510612104200463,4.362349998715198
DD,Materials,-0.4142556549184796,-9.292616008588801,1.4399806389157765,-6.684733514001809,6.943605844704745,-0.6657470161338603,4.375860773757343,-1.8615223935614507,4.857308509952949,0.8183412353055916,11.177702361181305
PLD,Real Estate,11.023023973415617,-9.17909804259722,1.634459489067083,-9.17014925373134,-1.43580087089562,-0.254343402723422,14.114757758428228,2.6493101709675813,7.082556199077258,-21.073835902998365,-3.549544163802122
EQIX,Real Estate,-3.030962760788641,-2.726728029669113,7.419408533540478,1.3678444076986207,7.002804492001789,3.61294023745386,5.782245616812434,-0.1383289858509149,8.09894757829076,-13.63242212724085,-8.926701130820021
AMT,Real Estate,1.3885845749342662,-11.991708245956564,-3.2982145354528876,-7.848612423747749,2.722739508406508,0.5524371575000574,16.04191339271922,-1.157849199684457,12.238661030503833,-10.124242735393777,-2.770428792492379
WELL,Real Estate,10.39303403099536,-7.759192395549314,0.9709460213533562,5.049044511313461,5.61310825869824,7.785043818675207,7.947560507107189,0.20209796939660088,9.737036645897138,2.1301838968883073,0.45506257110352855
SPG,Real Estate,-0.14738606479206745,-5.075028118399034,8.87667632388518,-1.1047112686456977,3.2259048083666135,6.328416274923016,3.820262537866027,-1.9310117181052868,7.995864822472553,-9.381056984106479,3.7468999262685188
DLR,Real Estate,-8.914827032056163,-8.351205395209425,9.306332260068912,9.575389948006933,7.652840246543405,-0.7932573128408454,-0.5031570639305544,5.440549256215541,3.9205794385787884,-2.9447766935963404,-3.7693938680039
PSA,Real Estate,-0.43654924611301743,-13.806477756230295,5.689987457554537,-10.116036075670925,6.295668439819963,14.357337433360623,5.369092061703178,3.506853310002918,6.230879448553605,-11.163478739507358,2.8282363761784337
O,Real Estate,2.389948989231061,-7.351654122177482,-3.406881393186238,-6.364284018047975,1.9530304253086932,7.142239515780363,10.43735676088618,-1.652892561983476,-0.7549631838941077,-0.16748860147018407,3.098618572524932
CBRE,Real Estate,8.720219914477694,-5.956698143693216,6.256915035672036,5.447157742285884,7.919072634915127,2.2371166052643097,28.92869405974591,-0.2796324830223187,1.1662144218001496,-9.781759466638903,4.104760871922781
CCI,Real Estate,-0.9498416930511625,-14.867357071925094,-1.4677103718199636,-9.94083336830179,5.877910076417282,0.8829725247635564,15.642979318923967,-6.390101892285292,8.955381687460335,-9.850831625601659,-4.890762396881525
NEE,Utilities,-1.7559689061632238,-7.635104814411196,-0.478499425800689,-7.462510331798315,5.401369010578723,3.8717600672225516,9.443972835314067,-10.082055848864556,16.039267788603453,6.43412679707756,15.225853172807092
SO,Utilities,1.5460167333575916,-6.897719575524949,-1.3256098919460975,-0.9926105657879976,3.4219231207938696,2.245028864656828,10.617299877443081,-3.2090903415121526,8.296146044624773,3.7239638123290577,6.497871386959436
DUK,Utilities,4.105409153952841,-6.859578865779617,2.1419774806474337,-1.86040488626063,0.8181383001871254,3.336781040608003,11.140543782487017,-3.1089588377724047,4.4353411217316445,2.6795451004829545,5.454246755380307
CEG,Utilities,26.169559469486973,-7.422322239330416,-2.7360175105120668,-0.7394560805016095,40.56740248606946,2.0280981796315416,-11.465492207917915,-2.482537285255801,14.279550173943525,-0.3225719738716671,10.378898020947696
SRE,Utilities,-6.332649338805298,-5.804026845637585,12.612612612612622,-1.400977703588901,1.8828960155490908,1.60454208837322,7.233141420157504,-1.6531077123332012,7.185211021974156,0.11173964662338502,1.9726534681669146
AEP,Utilities,7.159503549943097,-6.897769704309222,1.22586576769844,-4.264058679706602,1.3580491673275223,1.0669739017181763,13.749287749287747,-2.629826897470045,3.6398136967396835,1.8984004218667656,0.28203772254540116
D,Utilities,2.60397497239601,-6.391042204995682,-2.371342078708382,2.5791425860432975,3.1222202455079344,3.109235990094457,12.286302780638525,-9.657610718273176,5.289968652037623,3.877073369288697,7.234831951113047
PCG,Utilities,-24.0317775571003,-2.351515151515149,2.459016393442628,1.6666666666666763,-0.1009081735620743,7.775965198477432,5.841726618705039,-5.493608920315465,6.517960602549247,3.757138563270214,0.060150375939837665
PEG,Utilities,-2.508076358296612,-9.035050224406922,5.907650520597555,-1.811312368040904,11.816600397614339,0.7574334898278432,7.961073190511591,-1.3862045984671858,8.198730891260459,4.137568521438755,6.981041131105408
XEL,Utilities,0.10393466963623964,-6.256524462384307,6.840657297940359,2.9470300061237165,5.584740968237276,6.005825908156276,10.144380485042937,-4.186256781193486,3.364485981308406,0.028045246330747998,5.670255853008011
